Name,Nationality,National_Position,Club_Position,Height,Weight,Preffered_Foot,Age,Work_Rate,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys
Dario Del Fabro,Italy,,RCB,180,75,Right,22,Medium / Medium,3,2,51,44,68,70,70,68,52,64,32,60,25,51,47,68,67,63,70,64,61,88,70,58,23,40,22,21,36,34
Luis Valcarce,Spain,,Sub,175,70,Left,24,High / Medium,3,3,70,64,58,60,59,62,70,64,54,60,70,70,63,80,80,82,62,75,74,70,52,57,49,56,63,58,61,48
Aleksandar Aleksandrov,Bulgaria,RCB,Res,186,79,Right,30,Medium / Medium,2,2,60,41,65,66,70,72,65,66,28,53,29,46,37,66,64,65,77,70,44,74,69,49,19,31,33,36,44,32
Davide Luppi,Italy,,Sub,180,71,Left,26,High / Medium,4,3,73,71,26,21,21,35,65,24,57,65,64,60,58,76,73,65,62,68,72,40,47,58,68,57,51,40,56,53
Marco Fossati,Italy,,CM,180,73,Right,24,Medium / High,3,2,73,66,50,51,51,65,65,50,69,65,51,70,68,68,69,76,62,72,82,58,52,70,56,66,65,68,65,55
Ibrahim Moro,Ghana,,RCM,179,78,Right,23,Medium / Medium,3,2,67,65,64,59,65,83,66,55,68,67,61,64,75,70,73,84,67,82,76,80,51,77,57,60,62,37,56,63
Aljaz Struna,Slovenia,,Sub,190,84,Right,26,Medium / High,3,2,56,51,73,73,72,66,60,60,33,62,59,59,55,66,68,78,83,49,62,74,74,56,24,48,42,41,48,25
Birger Verstraete,Belgium,,Sub,176,66,Right,22,Medium / High,3,2,68,64,65,65,68,79,65,67,62,58,54,68,66,72,63,76,54,73,78,63,54,54,39,59,47,53,45,44
Luis Felipe Gallegos,Chile,,LCM,173,73,Left,25,High / Medium,3,3,67,68,45,45,57,40,61,28,59,48,66,67,60,79,80,80,54,73,79,69,39,67,60,64,57,59,51,58
Melker Hallberg,Sweden,,Res,180,69,Right,21,Medium / Medium,3,2,67,63,47,55,57,65,69,63,69,66,59,69,69,63,71,79,62,71,73,56,55,77,51,76,65,65,41,72
Callum Paterson,Scotland,RB,Sub,187,76,Right,22,High / Medium,3,3,63,65,60,63,65,90,56,59,53,55,66,60,58,80,84,88,90,60,67,92,76,72,59,50,48,32,46,49
Luka Đorđević,Montenegro,,Res,184,74,Right,22,High / Medium,3,3,67,72,17,17,21,33,68,18,62,50,60,65,57,77,79,56,60,58,75,62,70,60,66,70,58,66,73,59
Anders Trondsen,Norway,,LM,183,78,Left,22,Medium / High,3,2,66,66,61,63,57,75,66,69,68,64,66,68,68,81,78,79,65,73,80,58,50,67,48,64,68,68,60,45
André Ibsen Rømer,Denmark,,Sub,186,78,Right,23,Medium / Medium,3,3,68,62,62,68,69,79,59,64,65,65,66,65,64,71,73,81,72,58,69,62,58,67,36,34,57,43,31,37
Willyan,Brazil,,LW,169,62,Right,23,Medium / Medium,3,3,73,74,43,41,55,53,65,60,61,58,60,65,63,81,77,67,44,85,86,64,46,65,62,66,63,67,68,57
Anatole Ngamukol,Equatorial Guinea,,RS,178,70,Right,29,High / Medium,4,3,66,68,24,23,26,32,66,35,48,42,63,57,39,91,92,65,61,81,82,70,64,66,73,56,47,40,66,52
Edgar Ié,Portugal,,Sub,180,66,Right,22,Low / High,3,2,53,46,70,69,72,65,58,62,33,40,58,61,54,77,80,68,73,64,71,90,59,67,32,55,49,66,49,38
Farid Boulaya,Algeria,,Sub,180,65,Right,24,High / Medium,4,3,67,75,42,39,32,69,53,26,72,58,70,65,53,72,75,61,43,70,76,61,42,81,62,67,63,64,48,54
Nikos Marinakis,Greece,,Res,180,77,Right,23,High / Medium,3,2,65,61,67,67,67,64,58,61,40,55,66,66,67,77,78,77,53,69,64,66,49,55,43,58,57,48,39,33
Souleymane Doukara,Senegal,,Sub,186,85,Right,25,Medium / Medium,3,3,68,70,22,20,23,41,68,20,62,69,58,61,52,66,69,70,83,48,39,36,57,73,69,60,65,49,61,61
Lucas Wílchez,Argentina,,CAM,173,65,Left,33,High / Low,3,4,73,75,29,28,45,56,68,45,68,71,70,73,71,69,73,58,58,86,80,61,39,72,65,70,69,75,59,62
Bruno Godeau,Belgium,,LCB,190,78,Left,24,Low / Medium,3,2,61,43,67,66,70,65,65,66,46,58,62,63,53,53,53,70,69,57,55,64,68,56,29,32,32,38,35,27
Daniel Buballa,Germany,,LB,187,80,Left,26,High / Medium,3,2,63,62,58,59,64,66,67,67,58,66,68,64,55,78,86,81,74,57,61,59,63,49,39,43,55,42,40,36
Abdullah Al Mayoof,Saudi Arabia,,GK,187,83,Right,30,Medium / Medium,3,1,15,19,18,18,18,25,71,18,14,31,14,22,18,50,44,35,79,40,43,55,20,23,16,14,14,15,17,16
Derik,Spain,,LCM,183,74,Right,24,Medium / Medium,3,2,62,60,66,65,64,66,66,72,57,64,52,65,71,66,74,75,75,63,71,82,64,56,44,31,41,39,51,45
Christoph Martschinko,Austria,,Sub,173,77,Left,23,High / Medium,3,2,68,67,65,66,67,68,67,60,49,58,63,57,54,78,77,83,72,80,80,71,53,64,55,53,73,61,54,56
André Fomitschow,Germany,,LWB,181,75,Left,26,High / Medium,3,3,67,69,67,67,65,57,64,65,61,62,72,68,66,73,74,69,65,70,75,78,50,72,52,65,70,70,60,57
Richard Strebinger,Austria,,Sub,194,90,Right,24,Medium / Medium,2,1,20,12,16,12,13,20,62,15,12,28,15,26,21,33,32,30,73,34,39,66,16,23,14,14,17,13,23,12
Levent Ayçiçek,Germany,,Sub,169,67,Right,23,Medium / Medium,3,3,73,74,33,33,32,55,60,48,63,60,70,64,58,78,74,63,53,93,79,63,40,62,52,55,66,76,47,54
Brendan Galloway,England,,Sub,186,74,Left,21,Medium / Medium,3,2,68,49,64,70,70,62,63,60,49,60,54,69,55,79,82,70,66,63,74,64,61,51,30,40,36,34,44,32
Jonathan Buatu Mananga,Angola,,RCB,187,87,Right,23,Medium / Medium,3,2,59,57,63,64,65,75,65,64,52,62,50,54,52,65,67,68,86,47,51,67,66,64,37,44,35,41,42,42
Miguel Herrera,Mexico,,Res,183,81,Right,27,Low / High,3,2,52,45,67,70,68,69,67,64,40,71,31,58,51,62,64,56,73,56,53,61,72,52,28,38,35,34,52,26
Fran Pérez,Spain,,Sub,191,82,Right,31,Medium / Medium,3,2,46,24,67,56,78,81,56,59,26,43,32,49,46,38,34,33,90,33,31,43,71,56,25,51,31,61,48,25
Alberto Masi,Italy,,Sub,188,80,Right,24,Low / High,2,2,55,36,66,69,71,58,60,68,23,65,12,44,44,72,72,66,83,49,59,80,60,33,11,13,14,15,23,15
Pietro Iemmello,Italy,,Sub,179,74,Right,25,High / Medium,3,3,69,67,18,14,15,30,64,20,57,66,56,62,50,84,84,78,69,73,73,66,52,62,69,56,64,58,58,64
Hamdan Al Hamdan,Saudi Arabia,,RM,178,61,Right,32,High / Medium,4,3,69,66,32,35,38,60,66,55,61,60,73,68,71,64,59,70,72,60,66,61,61,63,63,62,47,68,70,59
Badr Al Nakly,Saudi Arabia,,RCB,179,69,Right,28,Medium / High,3,2,60,56,68,70,71,77,66,61,47,55,61,51,46,67,79,86,77,58,76,78,57,40,39,43,23,31,39,43
Igor Stefanović,Serbia,,Res,192,86,Right,29,Medium / Medium,2,1,25,15,13,16,13,24,64,22,40,24,12,27,22,49,40,32,81,41,36,59,16,25,17,13,18,21,11,13
Queensy Menig,Netherlands,,LM,174,69,Right,21,Medium / Medium,3,4,72,73,16,15,15,41,63,29,55,51,54,63,50,87,84,62,52,67,89,55,54,65,61,60,72,34,57,58
Łukasz Zwoliński,Poland,,Sub,182,72,Right,24,Medium / Medium,4,3,63,65,17,19,20,55,67,31,55,65,51,59,44,77,75,65,73,74,77,75,67,67,64,60,53,55,57,65
Donald Djoussé,Cameroon,,Sub,183,84,Right,27,Medium / Medium,3,3,63,67,15,19,25,82,68,16,34,44,32,54,36,78,83,57,83,64,72,80,63,75,59,64,50,33,63,52
Koen Van Langendonck,Belgium,,GK,187,86,Right,27,Medium / Medium,3,1,18,11,12,20,14,25,63,16,36,22,20,30,27,35,33,28,73,39,47,59,13,44,12,16,15,12,22,15
Jean-Marie Dongou Tsafack,Cameroon,,Sub,176,70,Right,21,High / Medium,3,3,61,60,15,12,19,50,67,18,50,48,53,67,43,87,87,67,72,78,92,84,58,77,65,58,45,33,45,63
Mokhtar Falatah,Saudi Arabia,,ST,179,64,Right,29,High / Low,3,3,60,57,27,20,22,41,71,26,55,69,55,54,48,76,83,83,62,72,79,90,73,65,70,56,36,26,71,60
Ronny Philp,Romania,,Sub,180,77,Right,28,High / Medium,3,2,64,67,67,70,71,73,67,63,49,58,63,65,58,77,75,73,68,68,68,64,48,59,34,37,58,49,43,31
Khaled Sharahili,Saudi Arabia,,GK,188,87,Left,29,Medium / Medium,3,1,20,15,11,18,18,22,69,15,67,41,12,30,20,40,45,36,78,47,36,57,13,23,12,19,16,15,18,11
Johan Gastien,France,,Sub,179,69,Right,29,High / High,3,2,68,70,52,58,66,82,53,62,65,58,62,69,65,62,70,90,70,81,75,62,55,66,70,62,50,60,52,48
Andreas Hofmann,Germany,,RCM,183,76,Right,30,Medium / High,3,2,63,55,65,66,69,73,65,69,51,60,58,67,60,63,54,77,75,64,57,78,56,57,35,42,42,38,50,32
Hjörtur Hermannsson,Iceland,,RCB,189,81,Right,22,Medium / Medium,3,2,60,51,72,65,67,61,65,62,51,63,22,62,60,66,58,61,75,52,60,77,66,32,17,19,25,22,31,24
Frédéric Brillant,France,,Sub,187,73,Right,31,Medium / Medium,3,2,47,37,69,65,66,74,62,65,48,63,32,60,52,43,47,65,73,41,45,78,70,58,24,25,23,35,58,22
Pelayo,Spain,,CAM,184,80,Right,26,Medium / Medium,3,3,70,62,63,56,63,59,60,65,69,48,59,76,72,66,70,67,71,59,74,75,72,49,49,49,59,49,59,54
Josecarlos Van Rankin,Mexico,,RB,179,70,Right,23,Medium / High,3,2,65,66,68,67,67,66,67,66,59,62,63,66,64,75,77,72,59,74,72,63,57,57,26,40,59,41,59,37
Taleb Tawatha,Israel,,Res,176,81,Left,24,High / Medium,3,3,70,72,56,69,71,48,66,56,48,59,71,70,53,79,79,65,57,78,77,72,53,51,29,27,52,32,33,34
Željko Filipović,Slovenia,,LDM,194,80,Right,28,Medium / Medium,3,2,67,61,70,63,66,63,65,72,66,66,52,73,71,50,44,77,71,49,57,70,66,67,49,52,43,42,61,33
Magnus Eriksson,Sweden,,RM,179,82,Left,26,Medium / High,2,3,66,65,30,34,54,84,74,49,72,71,69,68,67,62,55,81,72,78,67,73,57,76,63,69,68,66,56,70
Ryan Sanusi,Belgium,,RCM,181,76,Right,25,Medium / Medium,4,2,75,65,55,56,63,57,65,65,64,63,55,69,64,72,70,75,68,72,77,66,49,62,67,64,68,68,49,52
Marius Müller,Germany,,Sub,192,84,Right,23,Medium / Medium,3,1,20,10,9,11,13,27,67,14,48,26,11,22,16,25,38,35,77,38,34,66,12,23,10,12,11,13,18,9
Gbenga Arokoyo,Nigeria,,Res,188,78,Right,24,Medium / Medium,2,2,45,33,70,67,70,76,66,67,33,64,31,58,54,67,69,69,77,42,44,43,66,56,19,40,33,26,29,38
Maxim Belyaev,Russia,,LCB,188,86,Right,25,Medium / Medium,3,2,36,30,73,68,75,55,56,69,32,49,33,46,45,69,65,56,73,71,40,72,72,40,24,23,31,32,40,29
Hugo Vidémont,France,,Sub,173,70,Right,24,High / Medium,4,3,66,67,26,20,29,61,58,23,62,45,63,65,64,85,86,70,59,78,86,37,40,73,68,62,55,54,54,60
Levent Gülen,Switzerland,,Sub,185,77,Right,23,Medium / High,3,2,64,60,65,65,71,56,68,64,40,58,36,61,59,77,83,88,80,73,70,82,67,42,24,22,38,30,44,37
Michael Frey,Switzerland,,RS,188,86,Right,22,High / Medium,3,3,68,61,22,16,20,29,62,26,62,38,45,63,61,63,65,56,87,48,59,71,70,71,67,55,40,35,62,52
Kacper Przybyłko,Poland,,Sub,192,88,Right,24,Medium / Medium,4,2,65,63,16,20,23,40,66,22,53,48,43,60,50,65,68,62,78,52,64,67,70,70,66,65,54,48,56,67
Kim In Seong,Korea Republic,,Sub,180,74,Right,27,Medium / Medium,3,3,68,72,34,31,31,33,58,22,49,50,78,71,62,90,94,33,56,65,76,35,45,66,63,40,55,48,66,51
Denys Bain,France,,Sub,181,74,Right,23,Low / High,4,2,57,25,70,68,70,63,55,60,37,60,24,58,37,69,73,70,70,61,44,81,71,39,14,19,40,27,30,27
Thomas Lam,Finland,,Sub,188,76,Right,23,Medium / Medium,4,2,67,63,66,68,66,73,66,67,57,65,49,70,63,74,66,72,71,70,58,62,59,66,51,56,45,33,40,36
Nuno Lopes,Portugal,,Res,184,80,Right,30,Medium / Medium,3,2,64,62,70,72,71,77,67,66,51,53,67,56,52,67,68,68,71,66,64,64,53,60,44,45,49,43,47,38
Aitor García,Spain,,Sub,174,72,Right,23,High / Medium,3,3,69,73,28,34,35,40,70,28,55,56,64,63,55,80,83,58,51,73,72,63,43,77,63,61,61,52,55,59
Michał Mak,Poland,,Res,172,60,Right,25,Medium / Medium,4,3,64,69,13,16,17,33,61,25,61,69,62,65,59,87,91,58,36,90,94,70,58,65,69,62,58,33,69,57
Elia Soriano,Germany,,ST,185,82,Right,27,High / High,4,2,62,65,26,19,21,58,63,23,43,67,48,57,51,71,76,73,77,78,68,74,69,69,68,55,59,45,61,64
Emanuel Molina,Argentina,,Res,181,75,Left,30,Medium / Low,3,4,70,74,24,33,31,55,65,26,74,67,62,68,64,69,70,60,65,65,67,58,49,72,60,59,69,63,62,70
Loret Sadiku,Kosovo,,LDM,185,70,Right,25,Medium / High,3,2,68,53,73,66,68,70,69,72,59,69,36,72,70,59,55,72,60,67,69,74,54,77,43,72,60,38,70,51
Chuli,Spain,,Sub,177,73,Left,26,High / Low,3,2,70,70,28,22,21,43,65,40,57,67,66,59,58,76,84,63,68,70,81,67,59,70,66,56,59,43,67,54
John Lozano,Colombia,,RCB,183,77,Right,32,Low / High,3,2,43,40,68,64,67,87,58,70,33,53,23,38,45,56,50,48,79,50,43,54,72,41,26,30,28,30,45,27
Hernán Pertuz,Colombia,,LCB,183,78,Right,27,Low / Medium,2,2,44,26,72,68,73,70,66,60,37,47,26,56,48,55,54,65,78,52,57,57,64,34,23,23,22,28,39,30
Warren Creavalle,Guyana,,Res,183,70,Right,26,Low / High,3,2,66,61,64,66,67,72,67,72,55,64,47,66,55,79,76,78,77,72,74,67,62,45,56,43,50,33,44,30
Sebastian Andersson,Sweden,,RS,190,85,Right,25,High / Medium,2,2,56,54,19,20,17,72,61,22,58,60,28,55,31,69,78,75,79,51,56,57,76,67,69,48,38,42,60,57
Shim Dong Woon,Korea Republic,,LW,169,69,Left,27,High / Medium,4,3,68,73,23,21,28,34,59,19,62,50,55,59,54,82,79,74,73,87,83,87,52,59,68,45,41,60,62,45
Ruben Kristiansen,Norway,,LB,183,74,Left,29,High / Medium,3,3,61,65,65,65,69,65,67,64,46,62,67,60,56,84,85,75,60,70,82,66,45,47,43,46,46,42,48,31
Cándido Ramírez,Mexico,,Res,170,67,Left,23,High / Low,4,3,65,72,29,31,39,28,60,43,59,61,62,63,57,80,82,71,62,78,84,35,50,62,69,59,65,56,60,52
Pablo Marí,Spain,,Sub,191,87,Left,23,Medium / Medium,3,2,55,41,67,64,71,59,58,63,37,55,32,64,48,57,57,60,85,51,51,59,70,53,38,40,27,30,31,28
Kelyn Rowe,United States,,Sub,173,70,Right,25,Medium / Medium,4,3,67,69,44,60,62,52,67,52,72,68,71,65,61,69,69,55,54,78,64,54,47,77,59,76,76,71,64,50
Evan Bush,United States,,GK,186,84,Right,31,Medium / Medium,2,1,15,17,14,15,11,55,64,20,54,39,16,23,23,54,55,34,70,28,40,72,20,23,19,15,13,18,22,11
Pablo Iñiguez,Spain,,Sub,186,75,Left,23,Medium / Medium,3,2,64,56,63,67,70,65,66,70,48,54,47,70,69,56,55,70,71,74,61,77,65,59,34,40,45,44,57,34
Tristan Dingomé,France,,LDM,174,69,Left,26,Medium / Medium,3,3,71,70,55,58,59,69,68,63,61,68,66,68,65,69,73,81,64,79,76,67,59,70,57,60,60,57,55,59
Vyacheslav Podberezkin,Russia,,RW,187,76,Right,24,Medium / Medium,3,3,68,70,65,54,67,56,67,56,70,63,59,73,64,75,53,64,62,68,69,59,69,72,65,60,55,51,67,61
Jeremy Dudziak,Germany,,RB,176,70,Left,21,High / Medium,3,3,72,70,66,65,68,64,67,58,59,67,67,66,55,79,77,71,51,81,84,76,47,57,51,45,70,62,59,58
Marvin Baudry,Congo,,LCB,187,85,Right,27,Medium / Medium,3,2,54,30,65,66,67,71,64,67,35,51,56,54,55,54,64,73,80,51,46,61,69,40,17,23,34,22,38,22
Anton Shynder,Ukraine,,RS,190,90,Right,29,Medium / Medium,4,2,63,68,18,21,24,51,63,19,58,67,69,66,56,71,68,68,80,45,52,68,71,73,65,59,64,37,64,62
Roman Buess,Switzerland,,ST,184,76,Right,24,Medium / Medium,4,2,67,61,49,39,54,61,71,47,69,60,62,66,61,81,83,71,71,70,72,61,52,72,63,64,64,50,58,49
Adriá Carmona,Spain,,Sub,170,70,Left,25,High / Medium,4,3,69,73,28,31,31,30,55,31,64,49,71,70,60,79,73,52,54,87,81,51,33,56,62,59,62,72,67,59
Marko Simić,Montenegro,,Sub,186,79,Right,29,Low / High,4,2,59,55,67,65,69,69,68,68,42,64,28,49,36,66,65,73,78,52,47,48,72,53,26,39,24,22,56,25
Sanjin Prcić,Bosnia Herzegovina,,Sub,182,76,Right,23,High / High,4,3,73,73,63,41,66,56,59,66,72,68,71,76,73,65,65,69,67,67,74,54,46,69,61,60,69,73,63,57
Stefano Sabelli,Italy,,RB,180,74,Right,24,High / Medium,3,2,61,59,64,70,69,71,65,67,41,67,57,59,55,74,80,76,71,75,72,65,61,35,35,50,46,40,42,37
Tokelo Rantie,South Africa,,ST,172,68,Right,26,High / Medium,3,3,68,72,22,23,19,62,65,22,63,67,55,63,53,88,92,75,61,88,94,71,57,64,64,60,63,48,57,60
Serdar Dursun,Germany,,RS,190,83,Right,25,Medium / Low,4,3,65,67,21,19,31,74,65,17,52,61,48,59,44,63,59,58,79,48,63,53,67,73,68,58,57,47,68,69
Sam Johnstone,England,,GK,194,86,Right,24,Medium / Medium,2,1,18,16,13,20,17,24,54,17,41,22,17,27,35,33,36,21,60,27,37,45,17,24,11,16,16,17,42,15
Michele Fornasier,Italy,,Sub,186,80,Right,23,Medium / Medium,2,2,50,46,69,69,72,65,68,67,18,62,28,48,40,53,66,55,73,58,48,73,64,29,13,15,23,22,30,17
Eddy,Azerbaijan,,Sub,191,80,Right,24,Medium / Medium,3,3,78,74,56,71,65,81,48,67,73,56,52,68,61,66,68,72,82,59,75,74,53,80,49,56,54,51,47,45
Pavel Nekhaychik,Belarus,,LM,180,70,Right,28,Medium / Medium,3,2,68,69,38,35,40,57,63,58,64,62,65,66,63,75,73,71,53,69,70,56,64,66,65,67,68,70,64,62
David Texeira,Uruguay,,Sub,182,81,Right,26,High / Medium,4,3,64,62,22,20,25,64,68,25,58,62,43,62,45,72,69,64,74,62,65,70,68,68,65,59,64,43,59,63
Ferhat Kaplan,Turkey,,Sub,190,79,Right,28,Medium / Medium,1,1,22,14,20,25,15,40,62,28,36,25,18,25,23,48,44,25,70,54,37,62,14,19,15,13,14,13,9,21
Márton Eppel,Hungary,Sub,Res,190,88,Right,25,High / Medium,3,2,63,58,20,24,23,45,60,27,47,45,40,52,48,67,64,54,84,58,61,61,68,71,72,66,45,35,49,51
Spas Delev,Bulgaria,ST,RM,170,68,Right,27,High / High,5,3,68,70,17,13,13,35,68,12,61,68,60,59,44,86,83,77,60,88,85,75,60,76,68,71,62,53,64,59
Jander,Brazil,,Sub,183,76,Left,28,High / Medium,4,3,71,73,61,62,65,86,64,68,57,73,47,69,66,76,78,91,75,64,75,71,68,81,39,52,44,48,51,40
Tekio,Spain,,Sub,175,72,Right,26,Medium / Medium,3,2,54,48,65,73,67,77,54,63,40,62,71,57,56,66,71,90,70,72,58,69,59,54,36,39,56,25,36,20
Lucky Baloyi,South Africa,,Sub,178,69,Right,25,Medium / Medium,5,2,67,69,68,59,71,56,71,61,67,64,59,73,71,66,67,70,65,70,63,65,56,61,26,39,29,30,32,29
Nicolas,Brazil,,GK,190,85,Right,28,Medium / Medium,3,1,22,12,18,13,19,27,58,15,47,63,13,31,31,45,41,32,77,45,37,51,12,25,18,12,8,13,21,7
Clemens Schoppenhauer,Germany,,RCB,185,77,Right,25,Low / Medium,3,2,43,40,71,70,69,73,65,67,37,68,28,44,44,49,55,59,75,57,51,75,69,47,19,23,25,28,29,27
Ryan Fredericks,England,,RB,173,71,Right,24,High / Medium,3,3,65,71,60,68,68,48,63,57,52,50,68,64,60,90,91,68,69,73,80,57,52,50,49,46,62,42,65,51
Ahmed Akaichi,Tunisia,,ST,185,80,Left,28,Medium / Medium,4,3,68,71,18,19,20,52,59,22,46,68,43,56,31,65,73,75,74,56,70,67,65,73,67,63,70,49,61,61
Nihat Şahin,Turkey,,Sub,191,85,Right,27,Medium / Medium,3,1,18,13,15,13,16,20,64,17,35,15,12,23,24,43,46,25,65,44,40,72,21,20,12,12,13,18,23,18
Sebastian Maier,Germany,,CAM,179,68,Right,23,Medium / Low,4,3,69,71,22,20,24,54,64,38,64,53,66,68,55,82,72,59,53,76,85,71,47,70,54,68,70,70,59,62
Diego Rubio,Chile,,Sub,179,77,Right,23,Medium / Low,3,3,69,66,28,24,22,66,62,23,57,58,52,59,43,76,69,64,55,79,74,68,67,73,69,64,60,42,74,69
Javi Hervás,Spain,,Sub,176,78,Left,27,Medium / Medium,2,2,68,63,61,60,64,70,66,66,70,61,68,75,74,60,61,60,68,61,71,56,42,56,47,55,72,70,69,35
Simon Kroon,Sweden,,Sub,183,73,Right,23,Medium / Medium,3,2,64,71,17,15,33,68,68,47,65,63,63,60,58,87,83,61,49,66,77,59,41,63,59,55,65,61,61,54
Tom Beugelsdijk,Netherlands,,RCB,192,79,Right,26,Medium / Medium,3,2,53,33,65,60,69,84,57,59,36,59,25,57,42,42,52,60,86,34,33,71,73,56,34,33,35,23,44,29
Shawn Parker,Germany,,Sub,179,78,Right,24,Medium / Medium,4,3,68,71,19,22,20,55,62,35,59,57,51,61,47,81,80,49,61,75,76,80,57,80,66,71,47,57,65,56
Rohan Ince,England,,LCM,191,80,Right,24,Medium / High,3,2,64,65,63,72,68,74,62,69,59,66,30,67,60,75,72,74,83,62,58,70,68,71,27,59,42,40,41,62
Kevin Jansen,Netherlands,,Res,178,77,Right,24,High / High,3,2,70,64,58,56,56,60,64,61,68,54,67,71,67,67,60,77,68,60,67,64,58,64,46,65,66,61,52,44
Dico Koppers,Netherlands,,Sub,179,72,Left,25,High / Medium,2,2,67,66,68,69,67,66,66,63,56,64,61,68,59,76,73,68,63,75,67,91,67,53,40,35,55,37,48,36
Xavier Mercier,France,,Sub,171,64,Right,27,Medium / Medium,2,2,66,68,31,35,45,52,63,48,65,67,67,66,64,78,77,72,47,84,78,67,32,67,63,69,70,66,54,61
Alexandru Bourceanu,Romania,,Sub,176,74,Right,31,Medium / High,2,2,61,59,70,61,68,74,61,66,65,62,68,68,67,60,63,79,74,67,68,65,65,68,59,69,74,68,61,58
Paul Papp,Romania,,Sub,188,80,Right,27,Medium / Medium,3,2,49,43,67,68,66,63,59,65,33,71,59,67,64,63,65,67,72,59,59,71,74,68,44,48,52,49,51,43
Xavi Molina,Spain,,Sub,182,77,Right,30,Low / High,3,2,62,55,62,63,61,74,66,67,59,66,47,70,67,66,67,79,70,64,71,81,78,58,40,45,49,42,37,33
Aleksandar Tonev,Bulgaria,Sub,Sub,178,65,Right,27,Medium / Medium,5,3,66,71,32,44,46,37,57,43,62,60,66,65,64,88,86,79,58,78,87,74,54,80,59,74,66,67,53,64
Álex Barrera,Spain,,Sub,190,78,Right,25,Medium / High,3,2,75,69,42,54,63,58,67,61,68,41,53,74,59,46,55,50,83,56,37,55,55,61,66,61,40,56,55,46
Juan David Valencia,Colombia,,Sub,183,77,Left,31,High / Medium,4,2,65,61,57,64,67,59,67,71,60,61,68,61,65,76,77,72,73,67,68,69,53,74,45,70,66,73,31,32
Góngora,Spain,,LB,185,74,Left,28,High / Medium,2,2,66,57,63,67,70,78,63,64,62,71,74,61,70,67,72,79,77,50,56,59,55,84,53,66,82,75,70,44
Arlind Ajeti,Albania,,Sub,181,76,Right,23,Medium / Medium,3,2,53,42,69,65,68,64,61,67,46,50,50,54,52,69,74,64,78,52,69,78,68,52,21,34,43,41,45,40
Ouasim Bouy,Morocco,,LCB,181,79,Left,23,Medium / Medium,4,3,76,72,64,64,67,66,60,68,71,64,65,78,75,64,55,69,69,55,61,57,68,78,50,75,63,75,49,58
Robert Hall,England,,RM,173,66,Left,23,Medium / Low,4,3,64,69,17,13,20,56,61,13,54,59,69,61,56,88,87,66,58,82,75,74,59,60,62,61,67,63,51,57
Tyler Blackett,England,,LB,188,87,Left,22,Medium / Medium,3,2,69,64,66,64,67,72,66,71,51,54,65,70,64,68,74,65,81,48,47,64,64,56,24,56,65,65,45,41
Gutti,Brazil,,LCB,187,83,Right,25,Low / Medium,2,2,56,37,66,64,68,73,65,67,46,60,33,61,50,50,33,49,81,49,59,71,69,48,18,16,54,45,46,20
Ryan Tunnicliffe,England,,Sub,183,80,Right,24,Medium / Medium,3,3,70,64,59,65,66,76,65,66,68,59,66,71,65,67,68,76,69,68,60,61,56,68,53,61,50,47,56,49
Josh Vela,England,,CM,185,70,Right,23,Medium / Medium,3,3,70,67,64,68,66,84,65,46,63,71,59,73,68,66,68,80,66,76,72,62,48,46,60,58,46,50,46,56
Lee Jong Sung,Korea Republic,,Res,187,72,Right,24,Medium / High,3,2,65,59,61,56,60,72,63,66,71,57,41,69,71,63,61,82,72,63,59,59,57,67,56,65,45,53,50,48
Jake Gleeson,New Zealand,,GK,191,91,Right,26,Medium / Medium,2,1,17,10,13,11,11,45,62,23,40,50,12,33,33,47,52,28,80,60,46,65,19,22,16,20,20,11,13,12
Nicholas Yennaris,England,,LDM,170,70,Right,23,High / Medium,3,2,67,63,69,68,69,65,65,64,64,56,59,67,65,77,75,77,63,82,82,72,55,60,62,48,53,25,50,29
Kevin Ellis,United States,,Sub,175,72,Right,25,Low / High,2,2,64,58,66,66,66,66,67,71,37,67,57,66,63,68,69,67,69,72,60,74,62,59,56,50,54,51,44,55
Sergey Kislyak,Belarus,,Sub,180,75,Right,29,Medium / Medium,3,2,73,72,64,66,68,66,62,66,64,70,59,70,65,65,74,66,64,70,59,75,59,50,54,73,70,78,70,46
Aslan Dudiev,Russia,,RM,181,71,Right,26,Medium / High,3,2,70,69,60,63,61,66,71,62,69,69,66,70,64,82,92,67,72,75,64,56,53,67,15,38,55,53,46,24
Kristoffer Larsen,Norway,,RM,184,76,Right,25,Medium / Medium,4,4,75,76,45,25,27,26,68,33,47,76,63,62,41,75,70,74,61,73,83,54,53,77,64,67,56,63,31,68
Stevie May,Scotland,,Res,178,67,Right,24,High / High,3,3,66,65,19,22,24,47,67,29,65,64,59,63,54,74,78,76,63,62,71,83,64,69,65,64,59,54,62,60
David Bingham,United States,,GK,188,84,Right,27,Medium / Medium,2,1,17,13,14,12,16,34,53,24,45,39,13,36,34,49,49,26,57,57,48,69,14,24,9,13,12,19,20,10
